id,number_of_jobs,last_job_type,last_job_industry,experience_in_dbs,experience_outside_dbs,experience_in_fin,experience_in_insurance,target_achievement,overall_rating
3332,0,,,3,0,3,0,MEDIUM,???
2485,3,hr,insurance,4,3,5,2,HIGH,???
1105,1,hr,insurance,8,3,9,2,MEDIUM,???
3592,4,sales,other,5,7,7,5,MEDIUM,???
1058,0,,,5,0,5,0,MEDIUM,???
300,2,tech,tech,4,1,4,0,MEDIUM,???
2736,0,,,9,0,9,0,MEDIUM,???
1704,0,,,5,0,5,0,MEDIUM,???
2460,2,hr,telecom,10,3,11,2,MEDIUM,???
1644,5,other,telecom,10,7,14,1,HIGH,???
3229,0,,,9,0,9,0,MEDIUM,???
2779,2,hr,other,9,0,9,0,MEDIUM,???
1033,0,,,10,0,10,0,MEDIUM,???
745,1,tech,insurance,6,7,8,5,MEDIUM,???
626,0,,,7,0,7,0,MEDIUM,???
3234,0,,,4,0,4,0,MEDIUM,???
544,5,sales,other,6,7,9,0,HIGH,???
1459,0,,,10,0,10,0,MEDIUM,???
1315,0,,,3,0,3,0,MEDIUM,???
3882,0,,,9,0,9,0,MEDIUM,???
1494,0,,,4,0,4,0,MEDIUM,???
2442,1,sales,tech,8,0,8,0,MEDIUM,???
2346,0,,,5,0,5,0,MEDIUM,???
1310,1,sales,tech,7,4,8,2,MEDIUM,???
1917,1,tech,finance,3,7,6,3,LOW,???
3072,2,hr,tech,10,7,13,4,MEDIUM,???
765,4,finance,insurance,3,7,6,4,MEDIUM,???
3355,5,finance,other,4,7,6,5,MEDIUM,???
3238,0,,,6,0,6,0,MEDIUM,???
467,0,,,9,0,9,0,MEDIUM,???
2242,4,hr,insurance,10,7,12,5,HIGH,???
2521,0,,,6,0,6,0,MEDIUM,???
609,0,,,10,0,10,0,MEDIUM,???
566,0,,,4,0,4,0,MEDIUM,???
730,0,,,8,0,8,0,MEDIUM,???
1590,0,,,10,0,10,0,MEDIUM,???
3249,3,hr,tech,3,7,5,5,MEDIUM,???
900,1,other,tech,9,2,10,1,MEDIUM,???
1421,4,sales,insurance,10,7,13,4,HIGH,???
1568,1,other,tech,7,0,7,0,MEDIUM,???
553,0,,,6,0,6,0,MEDIUM,???
2264,0,,,10,0,10,0,MEDIUM,???
525,2,other,other,5,5,7,3,MEDIUM,???
682,0,,,9,0,9,0,MEDIUM,???
2735,0,,,10,0,10,0,MEDIUM,???
2002,3,tech,other,10,7,13,2,HIGH,???
1955,1,sales,other,6,4,8,2,MEDIUM,???
3186,0,,,5,0,5,0,MEDIUM,???
320,5,tech,finance,6,4,8,0,MEDIUM,???
633,1,tech,telecom,8,4,10,1,MEDIUM,???
1042,5,sales,other,10,6,12,4,HIGH,???
1525,0,,,4,0,4,0,MEDIUM,???
1425,2,hr,other,7,7,9,5,MEDIUM,???
2610,0,,,4,0,4,0,MEDIUM,???
2127,2,other,finance,5,0,5,0,MEDIUM,???
378,0,,,3,0,3,0,MEDIUM,???
1168,0,,,7,0,7,0,MEDIUM,???
3655,0,,,4,0,4,0,MEDIUM,???
292,0,,,7,0,7,0,MEDIUM,???
2563,0,,,3,0,3,0,MEDIUM,???
468,0,,,6,0,6,0,MEDIUM,???
2153,0,,,10,0,10,0,MEDIUM,???
3681,5,other,tech,5,7,8,4,MEDIUM,???
3902,0,,,3,0,3,0,MEDIUM,???
848,0,,,7,0,7,0,MEDIUM,???
3677,4,hr,finance,5,2,5,0,MEDIUM,???
2811,0,,,8,0,8,0,MEDIUM,???
3139,0,,,10,0,10,0,MEDIUM,???
1858,1,tech,telecom,4,3,5,1,MEDIUM,???
3687,5,finance,other,8,7,10,5,HIGH,???
2908,3,other,other,6,3,6,1,HIGH,???
1050,0,,,7,0,7,0,MEDIUM,???
3465,0,,,9,0,9,0,MEDIUM,???
3964,3,tech,finance,8,7,11,4,MEDIUM,???
2954,0,,,5,0,5,0,MEDIUM,???
2679,2,finance,telecom,5,7,8,4,LOW,???
2262,1,sales,finance,8,7,12,3,MEDIUM,???
2027,1,other,tech,10,0,10,0,MEDIUM,???
1149,0,,,6,0,6,0,MEDIUM,???
758,1,other,telecom,5,0,5,0,MEDIUM,???
809,2,finance,other,6,6,8,4,MEDIUM,???
2739,0,,,9,0,9,0,MEDIUM,???
2316,1,tech,telecom,5,4,6,3,MEDIUM,???
3109,0,,,3,0,3,0,MEDIUM,???
3738,5,sales,other,6,7,9,4,HIGH,???
2364,0,,,5,0,5,0,MEDIUM,???
1085,5,finance,tech,3,7,6,4,MEDIUM,???
3565,4,sales,other,10,7,13,4,HIGH,???
3610,0,,,3,0,3,0,MEDIUM,???
3147,0,,,4,0,4,0,MEDIUM,???
380,1,sales,finance,3,3,4,2,MEDIUM,???
2128,4,hr,tech,4,3,5,2,HIGH,???
1853,5,sales,other,3,7,7,3,MEDIUM,???
921,0,,,8,0,8,0,MEDIUM,???
1345,0,,,4,0,4,0,MEDIUM,???
2322,4,finance,insurance,6,7,8,2,HIGH,???
39,3,tech,telecom,9,1,9,1,HIGH,???
1865,0,,,6,0,6,0,MEDIUM,???
2826,0,,,9,0,9,0,MEDIUM,???
2125,1,hr,other,3,2,4,1,MEDIUM,???
2678,0,,,3,0,3,0,MEDIUM,???
983,0,,,10,0,10,0,MEDIUM,???
1278,3,finance,tech,7,6,9,4,HIGH,???
73,0,,,7,0,7,0,MEDIUM,???
1266,3,hr,telecom,5,7,7,5,MEDIUM,???
1138,0,,,8,0,8,0,MEDIUM,???
3050,0,,,10,0,10,0,MEDIUM,???
2248,3,sales,insurance,8,5,11,2,HIGH,???
203,3,hr,other,4,1,4,0,HIGH,???
1789,5,finance,insurance,5,7,8,4,MEDIUM,???
3172,0,,,8,0,8,0,MEDIUM,???
2192,0,,,8,0,8,0,MEDIUM,???
2100,2,tech,finance,3,3,4,2,MEDIUM,???
3199,1,finance,other,8,2,8,2,MEDIUM,???
2717,0,,,3,0,3,0,MEDIUM,???
371,0,,,7,0,7,0,MEDIUM,???
3775,5,other,tech,4,7,7,4,MEDIUM,???
3219,5,tech,tech,10,7,14,3,HIGH,???
161,1,tech,insurance,9,2,10,1,MEDIUM,???
1649,0,,,3,0,3,0,MEDIUM,???
840,5,hr,insurance,10,7,13,4,HIGH,???
1279,0,,,9,0,9,0,MEDIUM,???
1747,3,hr,other,7,4,8,3,HIGH,???
1915,4,tech,finance,6,4,8,2,MEDIUM,???
2121,4,other,telecom,3,7,6,4,MEDIUM,???
932,0,,,6,0,6,0,MEDIUM,???
3321,0,,,3,0,3,0,MEDIUM,???
1247,5,other,finance,6,7,9,4,MEDIUM,???
3309,0,,,8,0,8,0,MEDIUM,???
663,0,,,3,0,3,0,MEDIUM,???
469,0,,,3,0,3,0,MEDIUM,???
3718,0,,,9,0,9,0,MEDIUM,???
2332,0,,,3,0,3,0,MEDIUM,???
2567,2,tech,telecom,7,4,8,2,MEDIUM,???
263,0,,,7,0,7,0,MEDIUM,???
1702,0,,,9,0,9,0,MEDIUM,???
656,2,other,telecom,3,3,4,2,MEDIUM,???
3244,1,tech,other,5,0,5,0,MEDIUM,???
749,0,,,10,0,10,0,MEDIUM,???
2478,0,,,4,0,4,0,MEDIUM,???
1546,3,sales,other,7,6,8,5,HIGH,???
533,0,,,10,0,10,0,MEDIUM,???
688,2,tech,finance,4,0,4,0,LOW,???
1470,0,,,6,0,6,0,MEDIUM,???
1077,2,other,telecom,4,4,5,3,MEDIUM,???
181,0,,,10,0,10,0,MEDIUM,???
1888,0,,,7,0,7,0,MEDIUM,???
3793,0,,,7,0,7,0,MEDIUM,???
3912,5,finance,insurance,5,7,8,4,MEDIUM,???
423,2,tech,tech,5,7,8,0,LOW,???
3833,0,,,9,0,9,0,MEDIUM,???
2713,1,hr,finance,10,4,12,2,MEDIUM,???
2189,0,,,8,0,8,0,MEDIUM,???
2063,0,,,4,0,4,0,MEDIUM,???
3982,0,,,7,0,7,0,MEDIUM,???
885,0,,,9,0,9,0,MEDIUM,???
1951,5,tech,tech,3,7,6,4,MEDIUM,???
953,1,sales,tech,10,1,10,1,MEDIUM,???
1327,5,sales,other,8,7,12,3,HIGH,???
2919,0,,,4,0,4,0,MEDIUM,???
3304,4,finance,telecom,10,7,12,5,HIGH,???
1708,3,finance,finance,7,5,9,3,MEDIUM,???
1666,1,other,finance,5,2,6,1,MEDIUM,???
638,1,sales,telecom,4,0,4,0,MEDIUM,???
1618,0,,,8,0,8,0,MEDIUM,???
1261,3,finance,tech,7,6,9,1,HIGH,???
2270,4,hr,finance,5,7,8,4,LOW,???
3747,0,,,9,0,9,0,MEDIUM,???
2409,1,other,tech,4,0,4,0,MEDIUM,???
2462,0,,,4,0,4,0,MEDIUM,???
2175,3,sales,tech,8,7,12,3,HIGH,???
3311,2,hr,other,8,3,9,0,MEDIUM,???
428,0,,,5,0,5,0,MEDIUM,???
2336,0,,,6,0,6,0,MEDIUM,???
1654,5,tech,insurance,10,7,14,3,HIGH,???
875,0,,,8,0,8,0,MEDIUM,???
2941,5,tech,finance,9,7,12,4,MEDIUM,???
2176,3,hr,finance,5,6,8,3,MEDIUM,???
2697,2,hr,other,9,1,9,1,MEDIUM,???
2403,0,,,10,0,10,0,MEDIUM,???
225,1,sales,tech,4,0,4,0,MEDIUM,???
2807,0,,,6,0,6,0,MEDIUM,???
3418,0,,,4,0,4,0,MEDIUM,???
1837,2,sales,other,3,4,5,2,MEDIUM,???
3957,2,hr,tech,5,6,7,4,MEDIUM,???
2964,0,,,10,0,10,0,MEDIUM,???
2,2,tech,telecom,7,6,10,3,MEDIUM,???
3953,2,finance,telecom,8,4,10,2,MEDIUM,???
1814,0,,,5,0,5,0,MEDIUM,???
1511,3,hr,telecom,6,7,8,5,HIGH,???
3757,0,,,9,0,9,0,MEDIUM,???
2973,0,,,6,0,6,0,MEDIUM,???
867,2,finance,finance,7,5,9,3,MEDIUM,???
1219,1,sales,tech,8,0,8,0,MEDIUM,???
3365,0,,,8,0,8,0,MEDIUM,???
2239,1,hr,tech,5,0,5,0,MEDIUM,???
2879,4,sales,insurance,8,3,9,2,HIGH,???
2540,0,,,3,0,3,0,MEDIUM,???
2905,0,,,8,0,8,0,MEDIUM,???
3267,0,,,10,0,10,0,MEDIUM,???
1927,0,,,4,0,4,0,MEDIUM,???
2136,2,other,tech,9,7,13,3,MEDIUM,???
1812,4,sales,insurance,6,5,8,3,HIGH,???
2986,1,hr,insurance,9,0,9,0,MEDIUM,???
869,0,,,6,0,6,0,MEDIUM,???
702,0,,,10,0,10,0,MEDIUM,???
2055,1,tech,finance,3,2,4,1,MEDIUM,???
3851,3,tech,telecom,6,7,9,4,HIGH,???
2305,3,sales,tech,3,7,6,4,MEDIUM,???
1236,4,finance,tech,3,7,6,2,MEDIUM,???
3000,1,finance,telecom,4,2,5,1,MEDIUM,???
2863,0,,,9,0,9,0,MEDIUM,???
1375,0,,,4,0,4,0,MEDIUM,???
2484,5,finance,other,8,4,10,2,HIGH,???
2743,0,,,4,0,4,0,MEDIUM,???
3248,2,sales,other,6,5,8,3,MEDIUM,???
1023,0,,,6,0,6,0,MEDIUM,???
1386,2,finance,tech,9,3,10,1,MEDIUM,???
1926,4,finance,telecom,4,0,4,0,HIGH,???
3948,4,hr,tech,10,7,13,3,HIGH,???
1008,4,sales,finance,10,7,14,3,MEDIUM,???
1781,0,,,8,0,8,0,MEDIUM,???
3130,5,tech,finance,8,7,11,4,MEDIUM,???
1020,3,tech,telecom,7,7,10,4,HIGH,???
1272,4,tech,finance,9,7,13,3,MEDIUM,???
1582,5,hr,finance,9,7,12,4,MEDIUM,???
91,3,sales,telecom,5,3,6,2,HIGH,???
2223,0,,,3,0,3,0,MEDIUM,???
3438,0,,,5,0,5,0,MEDIUM,???
3608,2,hr,insurance,6,1,6,1,MEDIUM,???
2144,5,other,tech,6,7,10,2,HIGH,???
524,5,hr,tech,4,7,7,4,MEDIUM,???
2001,3,hr,finance,8,4,9,3,MEDIUM,???
1581,0,,,9,0,9,0,MEDIUM,???
2437,3,other,insurance,8,7,11,4,HIGH,???
2734,4,finance,finance,8,7,11,4,MEDIUM,???
2946,0,,,4,0,4,0,MEDIUM,???
267,0,,,8,0,8,0,MEDIUM,???
455,2,sales,tech,6,6,10,2,MEDIUM,???
3847,2,finance,finance,4,2,5,0,MEDIUM,???
726,0,,,7,0,7,0,MEDIUM,???
2022,3,other,finance,5,2,6,0,MEDIUM,???
1171,1,sales,telecom,7,1,7,1,MEDIUM,???
1940,2,sales,finance,7,5,9,3,MEDIUM,???
1908,1,other,insurance,10,0,10,0,MEDIUM,???
1732,0,,,6,0,6,0,MEDIUM,???
1840,0,,,10,0,10,0,MEDIUM,???
1203,3,tech,other,5,7,8,4,MEDIUM,???
3542,0,,,4,0,4,0,MEDIUM,???
3823,0,,,5,0,5,0,MEDIUM,???
1929,5,finance,insurance,5,7,10,2,MEDIUM,???
2497,0,,,8,0,8,0,MEDIUM,???
3187,3,hr,other,3,7,6,4,MEDIUM,???
2382,0,,,3,0,3,0,MEDIUM,???
1420,4,hr,telecom,7,3,8,0,HIGH,???
1145,5,sales,other,9,7,13,3,HIGH,???
586,0,,,4,0,4,0,MEDIUM,???
1630,1,tech,finance,7,0,7,0,MEDIUM,???
2720,0,,,8,0,8,0,MEDIUM,???
3495,2,finance,telecom,4,5,6,3,MEDIUM,???
1503,2,tech,other,6,7,9,4,MEDIUM,???
2933,1,tech,other,5,5,7,3,MEDIUM,???
1225,0,,,10,0,10,0,MEDIUM,???
3111,0,,,3,0,3,0,MEDIUM,???
1078,0,,,7,0,7,0,MEDIUM,???
585,1,tech,insurance,10,1,10,0,MEDIUM,???
3436,3,hr,insurance,6,7,9,4,HIGH,???
2213,0,,,10,0,10,0,MEDIUM,???
2757,5,hr,insurance,5,7,8,4,MEDIUM,???
190,2,tech,telecom,6,3,7,2,MEDIUM,???
2844,3,hr,tech,3,7,7,3,MEDIUM,???
3798,3,finance,finance,9,3,10,2,MEDIUM,???
3797,4,other,finance,3,7,7,2,LOW,???
1371,0,,,6,0,6,0,MEDIUM,???
2503,3,other,finance,9,6,11,4,MEDIUM,???
355,0,,,8,0,8,0,MEDIUM,???
575,0,,,6,0,6,0,MEDIUM,???
2619,1,hr,telecom,7,3,8,2,MEDIUM,???
1919,0,,,10,0,10,0,MEDIUM,???
3032,5,other,insurance,3,7,7,3,MEDIUM,???
3354,1,finance,insurance,8,7,11,4,MEDIUM,???
3989,3,hr,other,7,7,11,3,HIGH,???
245,0,,,10,0,10,0,MEDIUM,???
3992,0,,,5,0,5,0,MEDIUM,???
1500,0,,,4,0,4,0,MEDIUM,???
349,0,,,7,0,7,0,MEDIUM,???
51,4,sales,insurance,4,7,7,3,MEDIUM,???
3623,2,other,other,6,4,8,2,MEDIUM,???
1423,1,tech,finance,8,0,8,0,MEDIUM,???
346,5,hr,other,10,7,13,0,HIGH,???
908,0,,,7,0,7,0,MEDIUM,???
1867,1,other,telecom,4,0,4,0,MEDIUM,???
2274,0,,,10,0,10,0,MEDIUM,???
520,0,,,3,0,3,0,MEDIUM,???
2337,0,,,4,0,4,0,MEDIUM,???
53,3,other,insurance,7,4,8,3,HIGH,???
1848,0,,,10,0,10,0,MEDIUM,???
3427,2,sales,insurance,3,6,5,4,LOW,???
1700,0,,,9,0,9,0,MEDIUM,???
3308,0,,,8,0,8,0,MEDIUM,???
1441,0,,,4,0,4,0,MEDIUM,???
3002,0,,,6,0,6,0,MEDIUM,???
807,0,,,5,0,5,0,MEDIUM,???
400,0,,,5,0,5,0,MEDIUM,???
3743,0,,,9,0,9,0,MEDIUM,???
2845,4,hr,telecom,8,7,11,4,HIGH,???
415,0,,,3,0,3,0,MEDIUM,???
2284,0,,,5,0,5,0,MEDIUM,???
1838,0,,,10,0,10,0,MEDIUM,???
1452,3,hr,finance,9,0,9,0,MEDIUM,???
153,1,sales,other,8,0,8,0,MEDIUM,???
2399,4,hr,finance,9,7,12,4,MEDIUM,???
802,5,other,insurance,8,7,11,4,HIGH,???
2810,0,,,7,0,7,0,MEDIUM,???
3096,2,sales,finance,4,0,4,0,LOW,???
2117,5,other,finance,7,7,9,5,MEDIUM,???
793,0,,,9,0,9,0,MEDIUM,???
1376,0,,,7,0,7,0,MEDIUM,???
1060,3,finance,telecom,8,7,9,6,HIGH,???
2963,0,,,10,0,10,0,MEDIUM,???
3286,5,finance,insurance,6,7,10,2,HIGH,???
169,3,finance,tech,3,0,3,0,HIGH,???
2508,3,hr,finance,9,7,13,3,MEDIUM,???
477,0,,,8,0,8,0,MEDIUM,???
370,0,,,7,0,7,0,MEDIUM,???
2158,0,,,9,0,9,0,MEDIUM,???
2177,1,hr,insurance,9,0,9,0,MEDIUM,???
3509,0,,,5,0,5,0,MEDIUM,???
2414,0,,,8,0,8,0,MEDIUM,???
2060,1,hr,insurance,9,0,9,0,MEDIUM,???
3449,0,,,9,0,9,0,MEDIUM,???
2463,5,hr,other,8,6,11,2,HIGH,???
3235,2,tech,other,10,0,10,0,MEDIUM,???
3008,0,,,3,0,3,0,MEDIUM,???
3325,0,,,4,0,4,0,MEDIUM,???
436,2,finance,insurance,10,0,10,0,MEDIUM,???
321,0,,,6,0,6,0,MEDIUM,???
2612,0,,,8,0,8,0,MEDIUM,???
44,1,hr,finance,10,6,12,4,MEDIUM,???
3430,2,hr,insurance,3,0,3,0,MEDIUM,???
2304,1,tech,telecom,4,0,4,0,MEDIUM,???
1603,4,hr,telecom,6,7,10,3,HIGH,???
75,0,,,10,0,10,0,MEDIUM,???
3215,0,,,8,0,8,0,MEDIUM,???
2238,0,,,10,0,10,0,MEDIUM,???
716,1,finance,insurance,7,5,9,2,MEDIUM,???
1012,0,,,7,0,7,0,MEDIUM,???
830,0,,,10,0,10,0,MEDIUM,???
1384,3,sales,telecom,6,7,8,0,HIGH,???
65,4,other,insurance,7,6,9,2,HIGH,???
3547,2,sales,telecom,5,6,8,2,MEDIUM,???
1014,0,,,7,0,7,0,MEDIUM,???
1268,0,,,9,0,9,0,MEDIUM,???
405,5,finance,finance,5,7,8,4,LOW,???
3302,0,,,5,0,5,0,MEDIUM,???
3821,3,sales,other,4,7,8,3,MEDIUM,???
3827,2,sales,finance,8,3,9,2,MEDIUM,???
3368,0,,,6,0,6,0,MEDIUM,???
2692,0,,,8,0,8,0,MEDIUM,???
715,0,,,4,0,4,0,MEDIUM,???
2861,0,,,4,0,4,0,MEDIUM,???
3105,0,,,4,0,4,0,MEDIUM,???
1130,2,finance,telecom,3,4,5,2,MEDIUM,???
2675,3,tech,insurance,9,7,12,4,HIGH,???
3437,4,other,insurance,5,7,7,5,MEDIUM,???
724,4,hr,other,6,3,7,2,HIGH,???
2341,1,tech,finance,5,1,5,0,MEDIUM,???
1860,3,other,telecom,4,7,6,2,MEDIUM,???
2957,5,sales,tech,4,7,6,5,MEDIUM,???
2934,4,finance,other,3,7,7,3,MEDIUM,???
2089,2,sales,tech,6,2,7,1,MEDIUM,???
1937,3,finance,insurance,4,7,7,4,MEDIUM,???
1331,0,,,4,0,4,0,MEDIUM,???
2632,5,hr,insurance,8,6,11,3,HIGH,???
1638,5,other,tech,9,6,13,2,HIGH,???
2886,2,tech,tech,6,7,10,2,MEDIUM,???
1188,0,,,9,0,9,0,MEDIUM,???
3152,3,hr,telecom,7,2,7,0,HIGH,???
2367,0,,,4,0,4,0,MEDIUM,???
19,0,,,5,0,5,0,MEDIUM,???
3211,5,sales,other,5,3,6,2,HIGH,???
1428,0,,,10,0,10,0,MEDIUM,???
800,0,,,4,0,4,0,MEDIUM,???
2008,4,other,other,7,7,10,4,HIGH,???
1480,3,other,finance,3,5,4,4,LOW,???
2470,5,tech,telecom,4,7,7,4,MEDIUM,???
2596,3,sales,other,10,2,10,2,HIGH,???
3706,3,other,finance,5,7,8,3,LOW,???
2555,0,,,6,0,6,0,MEDIUM,???
789,3,finance,other,7,2,8,1,HIGH,???
2091,1,finance,tech,3,7,6,1,LOW,???
2960,0,,,4,0,4,0,MEDIUM,???
1027,0,,,10,0,10,0,MEDIUM,???
3323,0,,,9,0,9,0,MEDIUM,???
2667,3,tech,finance,7,3,8,2,MEDIUM,???
2033,0,,,9,0,9,0,MEDIUM,???
30,3,other,insurance,10,7,14,3,HIGH,???
3763,0,,,7,0,7,0,MEDIUM,???
3802,0,,,9,0,9,0,MEDIUM,???
3457,2,tech,other,5,7,9,3,LOW,???
3824,0,,,8,0,8,0,MEDIUM,???
795,0,,,7,0,7,0,MEDIUM,???
235,0,,,9,0,9,0,MEDIUM,???
68,0,,,5,0,5,0,MEDIUM,???
1218,5,finance,tech,8,7,11,4,HIGH,???
2092,2,hr,tech,7,7,10,4,MEDIUM,???
3764,0,,,4,0,4,0,MEDIUM,???
3649,0,,,3,0,3,0,MEDIUM,???
1834,2,other,finance,10,6,13,3,MEDIUM,???
495,5,other,finance,9,7,12,4,MEDIUM,???
2729,0,,,5,0,5,0,MEDIUM,???
2007,0,,,3,0,3,0,MEDIUM,???
1486,0,,,4,0,4,0,MEDIUM,???
2618,0,,,10,0,10,0,MEDIUM,???
2255,4,sales,insurance,8,3,9,1,HIGH,???
3114,0,,,9,0,9,0,MEDIUM,???
3086,0,,,9,0,9,0,MEDIUM,???
2744,0,,,9,0,9,0,MEDIUM,???
3756,0,,,5,0,5,0,MEDIUM,???
3236,0,,,8,0,8,0,MEDIUM,???
1881,0,,,4,0,4,0,MEDIUM,???
3470,0,,,7,0,7,0,MEDIUM,???
106,5,tech,telecom,6,7,10,3,HIGH,???
323,0,,,4,0,4,0,MEDIUM,???
1065,0,,,8,0,8,0,MEDIUM,???
2124,0,,,3,0,3,0,MEDIUM,???
2627,3,finance,tech,5,7,7,3,MEDIUM,???
1820,4,tech,other,6,6,8,3,HIGH,???
3820,0,,,3,0,3,0,MEDIUM,???
590,1,sales,other,7,0,7,0,MEDIUM,???
673,0,,,6,0,6,0,MEDIUM,???
718,0,,,10,0,10,0,MEDIUM,???
3061,0,,,4,0,4,0,MEDIUM,???
1579,5,tech,insurance,3,7,7,0,MEDIUM,???
3611,0,,,8,0,8,0,MEDIUM,???
126,5,other,finance,10,7,13,4,MEDIUM,???
109,0,,,4,0,4,0,MEDIUM,???
2049,0,,,7,0,7,0,MEDIUM,???
1073,5,hr,insurance,6,7,9,4,HIGH,???
1401,5,other,insurance,3,4,5,2,HIGH,???
2111,3,tech,finance,8,7,11,4,MEDIUM,???
2992,0,,,10,0,10,0,MEDIUM,???
2115,0,,,6,0,6,0,MEDIUM,???
3296,0,,,7,0,7,0,MEDIUM,???
2079,5,tech,tech,10,7,13,0,HIGH,???
2393,0,,,10,0,10,0,MEDIUM,???
2966,2,tech,tech,4,3,5,1,MEDIUM,???
1764,5,other,other,7,7,10,4,HIGH,???
3027,0,,,9,0,9,0,MEDIUM,???
1109,5,finance,other,3,4,4,3,HIGH,???
1332,0,,,3,0,3,0,MEDIUM,???
587,1,other,insurance,9,3,10,2,MEDIUM,???
476,0,,,10,0,10,0,MEDIUM,???
1464,0,,,8,0,8,0,MEDIUM,???
3887,1,other,other,3,1,3,1,MEDIUM,???
3370,3,hr,telecom,9,5,11,1,HIGH,???
159,0,,,6,0,6,0,MEDIUM,???
642,4,other,other,6,7,10,3,HIGH,???
3189,0,,,4,0,4,0,MEDIUM,???
90,2,hr,telecom,5,6,8,0,MEDIUM,???
3639,0,,,3,0,3,0,MEDIUM,???
439,4,sales,other,8,7,12,2,HIGH,???
662,4,finance,insurance,4,6,7,3,MEDIUM,???
2902,0,,,3,0,3,0,MEDIUM,???
222,1,tech,tech,6,6,9,3,MEDIUM,???
471,0,,,7,0,7,0,MEDIUM,???
2419,0,,,5,0,5,0,MEDIUM,???
669,0,,,3,0,3,0,MEDIUM,???
1992,0,,,7,0,7,0,MEDIUM,???
2231,0,,,3,0,3,0,MEDIUM,???
3366,3,tech,other,6,2,7,0,HIGH,???
2169,0,,,7,0,7,0,MEDIUM,???
2311,0,,,5,0,5,0,MEDIUM,???
951,0,,,8,0,8,0,MEDIUM,???
3011,0,,,5,0,5,0,MEDIUM,???
607,3,tech,other,3,6,6,3,MEDIUM,???
2090,0,,,3,0,3,0,MEDIUM,???
3383,1,tech,telecom,3,0,3,0,MEDIUM,???
367,0,,,9,0,9,0,MEDIUM,???
2199,1,hr,finance,8,3,9,1,MEDIUM,???
1934,0,,,7,0,7,0,MEDIUM,???
3940,5,finance,insurance,5,7,8,2,MEDIUM,???
2781,0,,,5,0,5,0,MEDIUM,???
3635,4,sales,telecom,8,7,10,5,HIGH,???
363,4,finance,other,5,7,8,4,MEDIUM,???
3741,0,,,5,0,5,0,MEDIUM,???
3454,0,,,3,0,3,0,MEDIUM,???
3911,0,,,5,0,5,0,MEDIUM,???
3379,0,,,9,0,9,0,MEDIUM,???
1471,0,,,6,0,6,0,MEDIUM,???
1116,2,hr,other,5,3,5,3,MEDIUM,???
3855,0,,,6,0,6,0,MEDIUM,???
1974,5,tech,other,4,7,8,3,MEDIUM,???
3586,1,finance,tech,4,3,5,0,MEDIUM,???
362,0,,,10,0,10,0,MEDIUM,???
1034,0,,,8,0,8,0,MEDIUM,???
1544,5,hr,telecom,10,7,14,3,HIGH,???
2890,3,tech,finance,6,6,10,2,MEDIUM,???
1475,0,,,4,0,4,0,MEDIUM,???
1478,0,,,5,0,5,0,MEDIUM,???
913,3,hr,insurance,6,5,8,3,HIGH,???
3853,5,hr,finance,5,7,8,4,LOW,???
1302,0,,,8,0,8,0,MEDIUM,???
1678,0,,,6,0,6,0,MEDIUM,???
1111,0,,,3,0,3,0,MEDIUM,???
2211,0,,,5,0,5,0,MEDIUM,???
369,0,,,7,0,7,0,MEDIUM,???
742,5,tech,other,4,7,7,3,MEDIUM,???
591,3,tech,telecom,9,3,10,0,HIGH,???
3616,2,other,finance,8,5,11,2,MEDIUM,???
3351,0,,,9,0,9,0,MEDIUM,???
1730,4,sales,other,9,6,11,4,HIGH,???
248,1,other,finance,8,6,11,3,MEDIUM,???
3347,0,,,8,0,8,0,MEDIUM,???
3960,5,tech,finance,5,7,9,0,LOW,???
434,1,hr,insurance,10,3,11,2,MEDIUM,???
398,1,tech,telecom,5,0,5,0,MEDIUM,???
883,1,sales,other,4,4,6,2,MEDIUM,???
1353,1,sales,finance,8,2,8,2,MEDIUM,???
750,3,other,tech,9,7,11,5,HIGH,???
3505,0,,,9,0,9,0,MEDIUM,???
1805,0,,,6,0,6,0,MEDIUM,???
2505,1,hr,tech,9,0,9,0,MEDIUM,???
911,2,hr,other,10,4,11,3,MEDIUM,???
1299,3,finance,insurance,7,4,9,2,HIGH,???
2834,0,,,7,0,7,0,MEDIUM,???
2038,0,,,8,0,8,0,MEDIUM,???
1580,5,other,telecom,8,7,13,2,HIGH,???
1922,5,sales,tech,4,7,8,3,MEDIUM,???
1213,2,sales,finance,8,5,10,3,MEDIUM,???
3966,3,hr,other,7,1,7,1,HIGH,???
334,0,,,8,0,8,0,MEDIUM,???
1323,5,sales,insurance,10,7,13,4,HIGH,???
1180,5,tech,finance,9,7,13,3,MEDIUM,???
689,0,,,10,0,10,0,MEDIUM,???
2348,2,finance,finance,3,5,4,2,LOW,???
3076,5,finance,tech,10,5,12,1,HIGH,???
255,0,,,5,0,5,0,MEDIUM,???
3352,4,other,insurance,5,7,7,2,MEDIUM,???
2461,4,sales,other,8,2,9,1,HIGH,???
549,0,,,7,0,7,0,MEDIUM,???
98,0,,,5,0,5,0,MEDIUM,???
3684,0,,,5,0,5,0,MEDIUM,???
1799,4,other,finance,10,1,10,0,MEDIUM,???
629,0,,,4,0,4,0,MEDIUM,???
1083,0,,,3,0,3,0,MEDIUM,???
2443,1,hr,insurance,3,4,4,1,MEDIUM,???
3987,0,,,7,0,7,0,MEDIUM,???
3582,3,sales,telecom,9,7,12,4,HIGH,???
